ID;Data;Mês;Trimestre;Ano;Plano;Duração;Renovação Automática;Valor (R$);Desconto (%);Valor Final (R$);País;Região;Gênero;Faixa Etária
390;24/07/2024;Julho;T3;2024;Xbox Game Pass Core;Anual;Não;269,9;0;269,9;Colômbia;América do Sul;Feminino;18-24
391;20/08/2024;Agosto;T3;2024;Xbox Game Pass Core;Trimestral;Sim;79,9;0;79,9;Brasil;América do Sul;Masculino;55+
392;23/07/2024;Julho;T3;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;20;399,92;Brasil;América do Sul;Masculino;35-44
393;14/02/2023;Fevereiro;T1;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;5;52,15;Brasil;América do Sul;Masculino;25-34
394;27/11/2023;Novembro;T4;2023;Xbox Game Pass Ultimate;Anual;Sim;499,9;5;474,9;Brasil;América do Sul;Masculino;18-24
395;11/11/2024;Novembro;T4;2024;Xbox Game Pass Core;Anual;Sim;269,9;15;229,41;Argentina;América do Sul;Feminino;55+
396;17/09/2024;Setembro;T3;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;15;127,42;Brasil;América do Sul;Masculino;35-44
397;27/03/2024;Março;T1;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;0;499,9;México;América do Norte;Masculino;45-54
398;03/03/2024;Março;T1;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Brasil;América do Sul;Masculino;35-44
399;03/04/2024;Abril;T2;2024;Xbox Game Pass PC;Anual;Sim;359,9;20;287,92;Argentina;América do Sul;Masculino;55+
400;13/02/2023;Fevereiro;T1;2023;Xbox Game Pass PC;Trimestral;Sim;109,9;0;109,9;Chile;América do Sul;Não Informado;35-44
401;22/11/2023;Novembro;T4;2023;Xbox Game Pass PC;Mensal;Não;39,9;20;31,92;Brasil;América do Sul;Masculino;25-34
402;22/12/2024;Dezembro;T4;2024;Xbox Game Pass PC;Mensal;Sim;39,9;15;33,91;Brasil;América do Sul;Masculino;45-54
403;17/09/2024;Setembro;T3;2024;Xbox Game Pass PC;Mensal;Não;39,9;5;37,9;Brasil;América do Sul;Feminino;35-44
404;20/05/2023;Maio;T2;2023;Xbox Game Pass Core;Mensal;Não;29,9;0;29,9;Argentina;América do Sul;Feminino;35-44
405;02/07/2023;Julho;T3;2023;Xbox Game Pass Ultimate;Anual;Sim;499,9;20;399,92;Colômbia;América do Sul;Masculino;25-34
406;01/08/2023;Agosto;T3;2023;Xbox Game Pass PC;Mensal;Não;39,9;20;31,92;Argentina;América do Sul;Feminino;35-44
407;19/12/2023;Dezembro;T4;2023;Xbox Game Pass Core;Anual;Sim;269,9;15;229,41;México;América do Norte;Feminino;25-34
408;20/07/2024;Julho;T3;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;0;499,9;Peru;América do Sul;Masculino;18-24
409;23/10/2024;Outubro;T4;2024;Xbox Game Pass Ultimate;Trimestral;Não;149,9;10;134,91;Colômbia;América do Sul;Feminino;45-54
410;07/04/2023;Abril;T2;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;15;46,66;Brasil;América do Sul;Feminino;55+
411;18/09/2023;Setembro;T3;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Argentina;América do Sul;Feminino;55+
412;24/11/2024;Novembro;T4;2024;Xbox Game Pass Ultimate;Trimestral;Não;149,9;5;142,41;Chile;América do Sul;Masculino;18-24
413;22/01/2023;Janeiro;T1;2023;Xbox Game Pass Core;Mensal;Não;29,9;0;29,9;México;América do Norte;Masculino;18-24
414;25/04/2024;Abril;T2;2024;Xbox Game Pass PC;Mensal;Sim;39,9;10;35,91;Colômbia;América do Sul;Feminino;45-54
415;17/04/2024;Abril;T2;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;15;424,91;Brasil;América do Sul;Masculino;25-34
416;02/09/2024;Setembro;T3;2024;Xbox Game Pass Core;Mensal;Sim;29,9;20;23,92;Colômbia;América do Sul;Masculino;18-24
417;18/10/2024;Outubro;T4;2024;Xbox Game Pass Ultimate;Mensal;Não;54,9;0;54,9;Brasil;América do Sul;Masculino;35-44
418;24/03/2023;Março;T1;2023;Xbox Game Pass PC;Mensal;Sim;39,9;10;35,91;Brasil;América do Sul;Masculino;45-54
419;15/06/2023;Junho;T2;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Argentina;América do Sul;Feminino;35-44
420;26/08/2024;Agosto;T3;2024;Xbox Game Pass PC;Mensal;Não;39,9;0;39,9;Argentina;América do Sul;Não Informado;25-34
421;18/07/2023;Julho;T3;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;México;América do Norte;Masculino;25-34
422;27/09/2024;Setembro;T3;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;0;149,9;Brasil;América do Sul;Feminino;35-44
423;22/01/2023;Janeiro;T1;2023;Xbox Game Pass Ultimate;Mensal;Não;54,9;0;54,9;Brasil;América do Sul;Masculino;25-34
424;26/09/2024;Setembro;T3;2024;Xbox Game Pass PC;Mensal;Sim;39,9;15;33,91;Brasil;América do Sul;Masculino;55+
425;18/09/2023;Setembro;T3;2023;Xbox Game Pass Core;Mensal;Sim;29,9;20;23,92;Brasil;América do Sul;Feminino;45-54
426;27/09/2023;Setembro;T3;2023;Xbox Game Pass Ultimate;Anual;Não;499,9;15;424,91;Chile;América do Sul;Masculino;35-44
427;23/08/2023;Agosto;T3;2023;Xbox Game Pass PC;Mensal;Sim;39,9;20;31,92;Brasil;América do Sul;Masculino;45-54
428;13/07/2024;Julho;T3;2024;Xbox Game Pass PC;Mensal;Sim;39,9;5;37,9;México;América do Norte;Masculino;35-44
429;19/12/2023;Dezembro;T4;2023;Xbox Game Pass Core;Anual;Sim;269,9;10;242,91;Brasil;América do Sul;Feminino;25-34
430;25/05/2023;Maio;T2;2023;Xbox Game Pass Ultimate;Mensal;Não;54,9;0;54,9;Argentina;América do Sul;Masculino;18-24
431;10/09/2024;Setembro;T3;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;20;43,92;Colômbia;América do Sul;Feminino;55+
432;28/09/2023;Setembro;T3;2023;Xbox Game Pass PC;Mensal;Sim;39,9;10;35,91;Brasil;América do Sul;Masculino;18-24
433;24/12/2023;Dezembro;T4;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;15;46,66;Colômbia;América do Sul;Masculino;18-24
434;04/04/2024;Abril;T2;2024;Xbox Game Pass Core;Anual;Não;269,9;20;215,92;Chile;América do Sul;Não Informado;25-34
435;22/05/2023;Maio;T2;2023;Xbox Game Pass Core;Mensal;Não;29,9;5;28,4;Peru;América do Sul;Masculino;35-44
436;10/02/2023;Fevereiro;T1;2023;Xbox Game Pass Ultimate;Anual;Sim;499,9;5;474,9;Brasil;América do Sul;Feminino;35-44
437;19/10/2023;Outubro;T4;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Brasil;América do Sul;Feminino;35-44
438;27/05/2024;Maio;T2;2024;Xbox Game Pass PC;Trimestral;Sim;109,9;5;104,41;Argentina;América do Sul;Masculino;25-34
439;21/03/2023;Março;T1;2023;Xbox Game Pass Ultimate;Anual;Não;499,9;0;499,9;Colômbia;América do Sul;Masculino;35-44
440;03/12/2023;Dezembro;T4;2023;Xbox Game Pass Ultimate;Anual;Sim;499,9;20;399,92;Argentina;América do Sul;Masculino;25-34
441;09/09/2023;Setembro;T3;2023;Xbox Game Pass PC;Anual;Sim;359,9;20;287,92;Brasil;América do Sul;Masculino;45-54
442;15/03/2024;Março;T1;2024;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;México;América do Norte;Feminino;35-44
443;05/09/2023;Setembro;T3;2023;Xbox Game Pass PC;Mensal;Não;39,9;15;33,91;Colômbia;América do Sul;Masculino;35-44
444;08/01/2024;Janeiro;T1;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Brasil;América do Sul;Masculino;45-54
445;16/07/2024;Julho;T3;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;15;424,91;Brasil;América do Sul;Feminino;25-34
446;09/12/2024;Dezembro;T4;2024;Xbox Game Pass PC;Trimestral;Sim;109,9;5;104,41;Brasil;América do Sul;Feminino;45-54
447;08/07/2024;Julho;T3;2024;Xbox Game Pass PC;Mensal;Não;39,9;5;37,9;Chile;América do Sul;Feminino;18-24
448;06/08/2023;Agosto;T3;2023;Xbox Game Pass Core;Trimestral;Sim;79,9;0;79,9;Brasil;América do Sul;Masculino;35-44
449;08/11/2023;Novembro;T4;2023;Xbox Game Pass PC;Mensal;Sim;39,9;15;33,91;Argentina;América do Sul;Masculino;18-24
450;08/01/2024;Janeiro;T1;2024;Xbox Game Pass Core;Trimestral;Sim;79,9;15;67,92;Argentina;América do Sul;Feminino;18-24
451;06/05/2023;Maio;T2;2023;Xbox Game Pass PC;Mensal;Não;39,9;15;33,91;Brasil;América do Sul;Feminino;35-44
452;07/02/2024;Fevereiro;T1;2024;Xbox Game Pass PC;Anual;Não;359,9;0;359,9;Brasil;América do Sul;Masculino;18-24
453;22/10/2023;Outubro;T4;2023;Xbox Game Pass PC;Mensal;Sim;39,9;5;37,9;Argentina;América do Sul;Masculino;25-34
454;01/02/2023;Fevereiro;T1;2023;Xbox Game Pass Core;Anual;Sim;269,9;5;256,4;Chile;América do Sul;Feminino;18-24
455;17/09/2023;Setembro;T3;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;10;49,41;Argentina;América do Sul;Masculino;45-54
456;14/09/2024;Setembro;T3;2024;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Colômbia;América do Sul;Masculino;35-44
457;26/10/2024;Outubro;T4;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;0;499,9;Brasil;América do Sul;Masculino;35-44
458;20/05/2023;Maio;T2;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;15;46,66;México;América do Norte;Masculino;25-34
459;21/07/2023;Julho;T3;2023;Xbox Game Pass Core;Anual;Sim;269,9;0;269,9;Brasil;América do Sul;Feminino;25-34
460;12/10/2024;Outubro;T4;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;0;499,9;Brasil;América do Sul;Feminino;25-34
461;18/09/2024;Setembro;T3;2024;Xbox Game Pass PC;Anual;Sim;359,9;20;287,92;México;América do Norte;Feminino;45-54
462;08/12/2023;Dezembro;T4;2023;Xbox Game Pass PC;Trimestral;Sim;109,9;0;109,9;Argentina;América do Sul;Feminino;35-44
463;13/03/2023;Março;T1;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Argentina;América do Sul;Feminino;18-24
464;12/04/2024;Abril;T2;2024;Xbox Game Pass Core;Mensal;Sim;29,9;5;28,4;México;América do Norte;Masculino;35-44
465;21/03/2023;Março;T1;2023;Xbox Game Pass PC;Mensal;Não;39,9;20;31,92;Argentina;América do Sul;Masculino;35-44
466;06/10/2023;Outubro;T4;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Brasil;América do Sul;Masculino;25-34
467;19/07/2024;Julho;T3;2024;Xbox Game Pass Core;Mensal;Não;29,9;0;29,9;Argentina;América do Sul;Feminino;25-34
468;27/06/2024;Junho;T2;2024;Xbox Game Pass Core;Trimestral;Sim;79,9;5;75,91;Argentina;América do Sul;Masculino;25-34
469;03/09/2023;Setembro;T3;2023;Xbox Game Pass PC;Mensal;Sim;39,9;10;35,91;Peru;América do Sul;Feminino;35-44
470;15/12/2024;Dezembro;T4;2024;Xbox Game Pass Ultimate;Trimestral;Não;149,9;20;119,92;Brasil;América do Sul;Feminino;35-44
471;04/08/2023;Agosto;T3;2023;Xbox Game Pass Core;Mensal;Não;29,9;0;29,9;México;América do Norte;Masculino;25-34
472;18/09/2024;Setembro;T3;2024;Xbox Game Pass Core;Anual;Sim;269,9;0;269,9;Brasil;América do Sul;Feminino;25-34
473;11/08/2023;Agosto;T3;2023;Xbox Game Pass PC;Anual;Sim;359,9;15;305,91;México;América do Norte;Feminino;25-34
474;24/04/2023;Abril;T2;2023;Xbox Game Pass Core;Mensal;Sim;29,9;20;23,92;Brasil;América do Sul;Feminino;18-24
475;03/02/2023;Fevereiro;T1;2023;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;20;119,92;Colômbia;América do Sul;Não Informado;45-54
476;11/10/2024;Outubro;T4;2024;Xbox Game Pass PC;Anual;Não;359,9;20;287,92;Brasil;América do Sul;Masculino;35-44
477;08/07/2024;Julho;T3;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;5;52,15;Argentina;América do Sul;Masculino;25-34
478;25/11/2024;Novembro;T4;2024;Xbox Game Pass Core;Anual;Sim;269,9;5;256,4;Brasil;América do Sul;Masculino;35-44
479;04/10/2024;Outubro;T4;2024;Xbox Game Pass PC;Trimestral;Sim;109,9;10;98,91;Brasil;América do Sul;Masculino;55+
480;06/06/2024;Junho;T2;2024;Xbox Game Pass PC;Mensal;Não;39,9;0;39,9;Brasil;América do Sul;Masculino;25-34
481;22/10/2023;Outubro;T4;2023;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;Argentina;América do Sul;Feminino;18-24
482;26/08/2023;Agosto;T3;2023;Xbox Game Pass Core;Mensal;Sim;29,9;20;23,92;México;América do Norte;Masculino;25-34
483;09/05/2024;Maio;T2;2024;Xbox Game Pass PC;Trimestral;Sim;109,9;15;93,42;Brasil;América do Sul;Masculino;25-34
484;24/08/2023;Agosto;T3;2023;Xbox Game Pass PC;Mensal;Sim;39,9;20;31,92;Brasil;América do Sul;Masculino;18-24
485;19/10/2023;Outubro;T4;2023;Xbox Game Pass Ultimate;Trimestral;Não;149,9;0;149,9;Brasil;América do Sul;Feminino;25-34
486;13/02/2024;Fevereiro;T1;2024;Xbox Game Pass Ultimate;Mensal;Não;54,9;20;43,92;Brasil;América do Sul;Feminino;25-34
487;03/02/2024;Fevereiro;T1;2024;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;México;América do Norte;Feminino;25-34
488;24/06/2024;Junho;T2;2024;Xbox Game Pass PC;Anual;Sim;359,9;0;359,9;Colômbia;América do Sul;Masculino;18-24
489;23/12/2024;Dezembro;T4;2024;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Brasil;América do Sul;Feminino;25-34
490;17/07/2023;Julho;T3;2023;Xbox Game Pass Ultimate;Mensal;Sim;54,9;0;54,9;Brasil;América do Sul;Feminino;25-34
491;24/04/2023;Abril;T2;2023;Xbox Game Pass Core;Trimestral;Sim;79,9;20;63,92;Brasil;América do Sul;Masculino;25-34
492;15/08/2024;Agosto;T3;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;5;142,41;Brasil;América do Sul;Feminino;25-34
493;24/11/2024;Novembro;T4;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;15;127,42;Argentina;América do Sul;Feminino;25-34
494;15/02/2023;Fevereiro;T1;2023;Xbox Game Pass PC;Mensal;Sim;39,9;0;39,9;Brasil;América do Sul;Feminino;45-54
495;16/05/2024;Maio;T2;2024;Xbox Game Pass PC;Trimestral;Sim;109,9;20;87,92;Argentina;América do Sul;Masculino;25-34
496;08/10/2024;Outubro;T4;2024;Xbox Game Pass Ultimate;Trimestral;Sim;149,9;10;134,91;Brasil;América do Sul;Masculino;35-44
497;08/07/2024;Julho;T3;2024;Xbox Game Pass Core;Mensal;Sim;29,9;20;23,92;Chile;América do Sul;Feminino;35-44
498;21/05/2024;Maio;T2;2024;Xbox Game Pass Ultimate;Anual;Sim;499,9;20;399,92;Brasil;América do Sul;Masculino;18-24
499;15/10/2024;Outubro;T4;2024;Xbox Game Pass Core;Trimestral;Sim;79,9;0;79,9;Brasil;América do Sul;Não Informado;18-24
500;09/05/2023;Maio;T2;2023;Xbox Game Pass Core;Mensal;Sim;29,9;0;29,9;Brasil;América do Sul;Masculino;25-34
